WKT,name,waterway
"LINESTRING (20.2216887 49.1357783,20.2218068 49.1355887,20.2218604 49.1353571,20.2219945 49.1352202,20.2222037 49.1351184,20.2223378 49.134957,20.2224827 49.1348166,20.2226597 49.1346446,20.2227241 49.1344832,20.2227938 49.1343779,20.222944 49.1342445,20.2230459 49.1341813,20.2231961 49.1341006,20.2232444 49.1339461,20.2231908 49.133883,20.2233088 49.133725,20.2233571 49.1335495,20.2234697 49.1333249,20.2235448 49.1331353,20.2234966 49.1330265,20.2234858 49.132837,20.2237433 49.1328265,20.2238882 49.1327703,20.223915 49.1326404,20.2240276 49.1325667,20.2241135 49.1325141,20.2241456 49.1324544,20.2241698 49.1323842,20.2242637 49.1322842,20.224379 49.1322701,20.2244219 49.1322526,20.2243897 49.1321561,20.2245641 49.1321034,20.2246097 49.1320788,20.2245346 49.1319718,20.2246687 49.1319226,20.2247116 49.1318138,20.2248511 49.1317577,20.224894 49.1316418,20.2248564 49.1315787,20.2248001 49.1315699,20.2248242 49.1315155,20.2249557 49.1314137,20.2250013 49.1312978,20.225012 49.1312136,20.2251193 49.1311645,20.2251622 49.1311065,20.2251971 49.1310276,20.2252614 49.1309977,20.2253097 49.1308977,20.2253929 49.1308222,20.2256316 49.1307994,20.2257308 49.1307152,20.225822 49.1306064,20.225983 49.1305888,20.2261412 49.1304905,20.2262431 49.1304396,20.226337 49.1302431,20.2265087 49.1301992,20.2266535 49.13005,20.2267984 49.1300272,20.227029 49.1299903,20.2271122 49.1299464,20.2272168 49.1299464,20.2273563 49.1298482,20.2274609 49.1297481,20.2276701 49.1296358,20.2277452 49.1294954,20.2279195 49.1294568,20.227941 49.1293866,20.2278605 49.1293234,20.2277693 49.129283,20.2277881 49.1291935)",,stream
"LINESTRING (20.225476 49.1357888,20.2255189 49.1356238,20.2257335 49.1354378,20.2258193 49.1353009,20.2258301 49.1351465,20.2260768 49.1350202,20.2262324 49.1348271,20.2262109 49.1347253,20.2260768 49.1345884,20.2262592 49.1344024,20.2262539 49.1342164,20.2262217 49.1340549,20.2261251 49.13389,20.2261734 49.1337215,20.2261198 49.1334723,20.2261037 49.1332617,20.2260876 49.1330476,20.2261949 49.1328159,20.2262056 49.1327282,20.2263987 49.1325983,20.2266294 49.1324369,20.2266937 49.1321912,20.226683 49.1319806,20.2266777 49.1317875,20.226742 49.131605,20.2266777 49.1314225,20.2265972 49.1311908,20.2267045 49.1310785,20.2267796 49.1309697,20.2267903 49.1308222,20.2269298 49.1307239,20.2269405 49.1305695,20.2270478 49.1303519,20.2271014 49.1302185,20.2272409 49.1301097,20.2272168 49.1299464)",,stream
"LINESTRING (20.1851061 49.1380087,20.1851705 49.1379473,20.1852536 49.1378858,20.1853046 49.1378332,20.1853931 49.137777,20.1855165 49.1377525,20.1856613 49.1377332,20.1857445 49.1377542,20.1858571 49.1377876,20.1859671 49.137749,20.1860449 49.1376928,20.186128 49.1376033,20.1862219 49.1374998,20.186356 49.1374103,20.1865572 49.1373173,20.1867503 49.1372576,20.1870695 49.1371892,20.1872787 49.1371172,20.1873806 49.1370084,20.187571 49.1368821,20.1877856 49.136754,20.1879519 49.136661,20.188137 49.136575,20.1883864 49.136489,20.1885849 49.1364241,20.1886815 49.1363609,20.1887834 49.1362451,20.1889524 49.1360766,20.189108 49.1360064,20.189293 49.1359169,20.1895666 49.1358186,20.189757 49.1357695,20.1900119 49.1357204,20.1903257 49.1357519,20.1903847 49.1356975,20.1903847 49.1356195,20.190378 49.1355607,20.190441 49.1355124,20.1905617 49.1354861,20.1908045 49.1354922,20.190838 49.1354229,20.1910204 49.1353281,20.191137 49.1353194,20.1912175 49.135286,20.191243 49.1351965,20.1912095 49.1350702,20.1912215 49.1350035,20.1913074 49.1349491,20.1914562 49.1349737,20.1916547 49.1350272,20.191758 49.1350017,20.1917835 49.1349175,20.1917781 49.1348438,20.1918317 49.1347982,20.1921201 49.1347209,20.1924527 49.1346148,20.1925251 49.1345516,20.1925425 49.1344068,20.192568 49.1343779,20.1926914 49.1343498,20.1929569 49.1343752,20.1930562 49.1342866,20.1930709 49.1341172,20.1931366 49.1340734,20.1932345 49.1341006,20.1933499 49.1340795,20.1934759 49.1340348,20.1936181 49.1337276,20.1936516 49.1336557,20.1937871 49.1335723,20.1939024 49.1335557,20.1940325 49.1336074,20.1941143 49.1335978,20.19464 49.1332231,20.194758 49.1331406,20.1948975 49.1330143,20.1950262 49.1328528,20.1950973 49.1327896,20.1951765 49.1327571,20.1953119 49.132737,20.1954541 49.1328414,20.1955506 49.1328817,20.1956512 49.1328932,20.1957317 49.1328598,20.1957518 49.1328001,20.1957706 49.1327115,20.1958618 49.1326088,20.1961648 49.1325272,20.1964652 49.1324053,20.1966637 49.1322543,20.19683 49.1323561,20.1969749 49.1323561,20.1970661 49.1322157,20.1972592 49.1321455,20.1974845 49.1321771,20.1975918 49.132121,20.1976132 49.1319665,20.1977259 49.1318296,20.1977822 49.1317366,20.1979673 49.1317278,20.1981685 49.1317594,20.1982945 49.1316892,20.1984796 49.1315541,20.1986137 49.1314927,20.1986781 49.1314189,20.1987773 49.1313224,20.1988363 49.1311645,20.1988979 49.131093,20.1989543 49.1310241,20.1990576 49.1307906,20.199236 49.1306494,20.19935 49.1306397,20.1994653 49.1305677,20.1997536 49.1305651,20.2000353 49.1305993,20.2001627 49.1306283,20.2002834 49.1306099,20.2003893 49.1305572,20.200569 49.1305616,20.200671 49.1305388,20.2007058 49.1304554,20.2007139 49.1303668,20.200844 49.130322,20.2009861 49.1302562,20.2011323 49.1301325,20.2012087 49.1301,20.2012731 49.1300561,20.2013455 49.1299754,20.20154 49.1299201,20.201658 49.1298885,20.2017556 49.1298215)",,stream
"LINESTRING (20.1852322 49.1388141,20.1854736 49.1385369,20.1858383 49.1383298,20.1859778 49.1381052,20.1861387 49.1380139,20.1864499 49.1378771,20.186584 49.1377156,20.1867074 49.1375612,20.1868576 49.1374103,20.1870695 49.1371892)",,stream
"LINESTRING (20.1857471 49.1392002,20.1860261 49.1390212,20.1862675 49.1388878,20.1864392 49.138779,20.1865143 49.1386036,20.1866537 49.1383825,20.1867771 49.1383123,20.1870775 49.138228,20.1873243 49.1381192,20.1875389 49.1379613,20.1876515 49.1378314,20.1878607 49.137656,20.1880485 49.1374594,20.1885259 49.1372032,20.1890624 49.1370628,20.1892072 49.1368768,20.1892635 49.1365855,20.1893789 49.1363223,20.1894647 49.1361573,20.1896471 49.1360047,20.1898804 49.1359187,20.1900253 49.1358064,20.1903257 49.1357519)",,stream
"LINESTRING (20.1856403418476 49.1408570813827,20.1857015 49.140711,20.1859564 49.1405777,20.1861092 49.1404566,20.1862112 49.1403724,20.1861548 49.1402583,20.186415 49.1402109,20.1865813 49.1400846,20.1865733 49.1400003,20.1866671 49.1397775,20.1867476 49.1395494,20.1867262 49.139402,20.1867127 49.1392177,20.186753 49.139116,20.1867771 49.1389247,20.1869515 49.1388054,20.1871199 49.1387503,20.1873484 49.1386755,20.187563 49.1385527,20.1877776 49.1383316,20.1880217 49.138042,20.1882148 49.137763,20.1885259 49.1372032)",,stream
"LINESTRING (20.2067263469196 49.1399059915358,20.2068159 49.1398459,20.2069409 49.1398255,20.2069768 49.1398196,20.207178 49.1398828,20.2073577 49.1398459,20.2075455 49.1398372,20.2077466 49.139788,20.2078834 49.1397529,20.2081382 49.1397056,20.2083769 49.1396687,20.2086264 49.1396283,20.2088329 49.1395985,20.2090555 49.1395827,20.2093318 49.1395476,20.2095247 49.1395338,20.2097824 49.1395002,20.2099648 49.1394616,20.2100319 49.1393248,20.2101204 49.1391774,20.2102008 49.139058,20.2102867 49.1389703,20.2103779 49.1388018,20.2105603 49.138686,20.2107051 49.1385895,20.2110618 49.1384684,20.2111074 49.1383368,20.2111959 49.138207,20.2111584 49.1381105,20.211086 49.1380157,20.2111369 49.1378227,20.2113032 49.1376665,20.2113461 49.1375805,20.2114561 49.1374717,20.2116519 49.1373419,20.2115956 49.1372383,20.2116841 49.1370699,20.2118289 49.1370032,20.212006 49.1370014,20.2120784 49.1369049,20.2123708 49.136768,20.2125129 49.1366575,20.2126819 49.1365627,20.2130601 49.1363275,20.21339 49.1360889,20.2135187 49.1359959,20.2138245 49.135866,20.213905 49.135845,20.2142429 49.1357835,20.2144977 49.1356396,20.2147794 49.1355343,20.2150986 49.1354203,20.215297 49.1352395,20.215466 49.135129,20.2157718 49.1349078,20.215863 49.1347464,20.2159703 49.1346762,20.2161044 49.1346165,20.2161634 49.1344375,20.2161848 49.134241,20.2163243 49.1341076,20.2165121 49.1339216,20.216673 49.1337917,20.2167749 49.1336092,20.2168608 49.1333846,20.2171022 49.1332442,20.2173972 49.1330651,20.2175206 49.1328686,20.2174294 49.1327563,20.2175206 49.1325808,20.2176386 49.1323737,20.2177352 49.1321561,20.2176815 49.13197,20.2178049 49.1317559,20.2179015 49.1315523,20.2180678 49.1313803,20.2183199 49.1313031,20.2186686 49.1311557,20.2187812 49.1309802,20.2190441 49.1308924,20.2193713 49.1307661,20.2196503 49.1306994,20.2198327 49.1305344,20.2200633 49.1304923,20.2203155 49.1305098,20.2205568 49.1303729,20.2207607 49.1303694,20.2209699 49.1303975,20.2212113 49.1302606,20.221442 49.1302606,20.2217102 49.1302255,20.2221286 49.1300289,20.2223808 49.1298429,20.2227455 49.1298113,20.2230513 49.1297341,20.2233678 49.1297446,20.2236736 49.1297551,20.2239364 49.1296393,20.2241617 49.1296182,20.2243602 49.1297095,20.2245587 49.1297657,20.224784 49.1297376,20.2249664 49.1298534,20.2251917 49.1298148,20.2253956 49.1297481,20.2256209 49.1297236,20.2260017 49.129706,20.2263182 49.1296323,20.226801 49.1294989,20.2271712 49.129348,20.2276111 49.1292953,20.2277881 49.1291935,20.2279705 49.1291022,20.228008 49.1288811,20.2281636 49.1287266,20.2283835 49.1285511,20.2285927 49.1284388,20.2286839 49.1282563,20.2288234 49.1280632,20.2288985 49.1279368,20.2289897 49.12767,20.2294189 49.1277016,20.2295315 49.1275998,20.2295315 49.1274243,20.2299231 49.1272979,20.2300948 49.1272558,20.2302182 49.1271119,20.2304327 49.1270241,20.230819 49.1267398,20.2311462 49.1266275,20.2313071 49.1263536,20.231334 49.1261114,20.2312267 49.1259008,20.2312213 49.1257498,20.2313608 49.1255357,20.2316129 49.1253251,20.2317899 49.1251039,20.2319831 49.1249319,20.2324229 49.1248547,20.2327233 49.1246475,20.2330345 49.1245141,20.2332652 49.1243667,20.2336675 49.1241736,20.233866 49.1240227,20.2341986 49.1238612,20.2342844 49.1236681,20.2348477 49.1235768,20.235132 49.1234785,20.2353519 49.1233697,20.2354056 49.1231801,20.2353895 49.1229695,20.235647 49.1227553,20.2357382 49.1225061,20.2355772 49.1223095,20.2356899 49.1221058,20.2357221 49.1219198,20.2359044 49.1218215,20.2362424 49.1217688,20.2365643 49.1215792,20.2368432 49.1213967,20.2368915 49.1212984,20.2366608 49.1210772,20.2367252 49.1209262,20.236854 49.1209262,20.236854 49.120705,20.2371544 49.1206102,20.2373582 49.1204452,20.2374709 49.1202381,20.2376103 49.1200731,20.2378356 49.1199467,20.2380609 49.1198343,20.2382219 49.1196588,20.2383721 49.1194903,20.2384633 49.119234,20.2384861 49.1186985,20.2384244 49.1186274,20.238364 49.1185493,20.2383479 49.1184896,20.2384713 49.1183711,20.2387369 49.1182562,20.2387637 49.1182175,20.2388334 49.1181456,20.239107 49.1180402,20.239284 49.1178963,20.239225 49.1176505,20.2392679 49.1174925,20.2393001 49.1174188,20.2392358 49.1172608,20.2392036 49.1171238,20.2394181 49.1170782,20.2393538 49.1169518,20.2393269 49.1167482,20.2395362 49.1165796,20.2394772 49.1163409,20.2394128 49.1160881,20.2392894 49.115916,20.239386 49.1157896,20.2395898 49.1156386,20.2396327 49.1154209,20.2396166 49.1152559,20.2396756 49.1151049,20.2398312 49.1149996,20.2398902 49.1149048,20.2399921 49.114961,20.2401155 49.1147784,20.2401262 49.1145747,20.2403194 49.114364,20.2405715 49.1143465,20.2406251 49.1142306,20.2406681 49.1140129,20.2408343 49.1138338,20.2410114 49.1136056,20.2409738 49.1134968,20.2408826 49.1133212,20.2409148 49.1131948,20.2408129 49.1131491,20.2409148 49.1129876,20.2408612 49.1127945,20.2408451 49.1126786,20.2408987 49.1125592,20.2410918 49.1124749,20.2412045 49.1122853,20.2412045 49.1121414,20.2414352 49.1119342,20.2414888 49.1118148,20.2416122 49.1117446,20.2415746 49.1115444,20.2416551 49.111411,20.2416551 49.1112319,20.2417356 49.1111125,20.2418268 49.1110423,20.241757 49.110951,20.2417517 49.1108245,20.2418107 49.1107157,20.2418053 49.1105331,20.2418321 49.1103926,20.2420413 49.1102943,20.2422988 49.1101573,20.2424329 49.1099467,20.2426422 49.1097184,20.2427924 49.1095217,20.2428276 49.1094066)",Štiavnik,stream
"LINESTRING (20.1220125 49.1381649,20.1212346 49.13767,20.1208162 49.1374384,20.1202047 49.1367154,20.1200437 49.1360626,20.1199794 49.1352553,20.119797 49.1348412,20.1193035 49.1338865,20.118767 49.133016,20.1184988 49.1322719,20.118252 49.131254,20.1181662 49.1306573,20.11837 49.1301097,20.1188824 49.1295568,20.1190969 49.1294234,20.1192793 49.1292584,20.1193973 49.1290075,20.1194859 49.1288776,20.1194778 49.128695,20.1193732 49.1283844,20.1192632 49.128151,20.1191533 49.1278385,20.1193008 49.1272032,20.1194885 49.1268749,20.1196414 49.1267433,20.1197353 49.1265818,20.1197112 49.1264344,20.1197165 49.1261535,20.1196361 49.1260131,20.1196843 49.1257604,20.1197541 49.1255568,20.1197165 49.1254725,20.1197085 49.1253093,20.1196495 49.1251355,20.1196468 49.1250477,20.1197621 49.1249442,20.1197594 49.1247985,20.1197299 49.1247002,20.1197863 49.1245808,20.1197755 49.124472,20.1197782 49.1244141,20.119797 49.1242982,20.1199982 49.1241332,20.1200196 49.1240139,20.1201162 49.1238612,20.1201403 49.1237769,20.1202556 49.1236102,20.120253 49.123468,20.1202342 49.1233943,20.120151 49.1232977,20.1200464 49.1232328,20.1199418 49.1231854,20.1198962 49.1230695,20.1198721 49.1229537,20.1198989 49.1227992,20.1199177 49.1227062,20.120033 49.1224903,20.1200223 49.1223077,20.1200464 49.122241,20.1200384 49.122148,20.120084 49.1219935,20.1200706 49.1218864,20.1200931 49.1217851,20.1200491 49.1216319,20.1199847 49.121595,20.1199526 49.1214914,20.1198587 49.1213791,20.1198184 49.1212668,20.1198453 49.1212106,20.1198721 49.1211544,20.1199365 49.1211017,20.119974 49.1210386,20.1201001 49.1209139,20.120151 49.1208086,20.1201805 49.1207349,20.1201189 49.1206366,20.1201001 49.1205488,20.1199821 49.1204716,20.1199552 49.1204136,20.1200062 49.1202855,20.1200491 49.120196,20.1201564 49.1201029,20.120151 49.1199625,20.1201966 49.1198958,20.1202369 49.119822,20.1202825 49.1197448,20.1203442 49.1196447,20.120497 49.1195482,20.12054 49.1195113,20.1206097 49.1194692,20.1207626 49.1194165,20.1209155 49.1193762,20.1211327 49.1193007)",Malý Šum,stream
"LINESTRING (20.0960632007387 49.1448974820722,20.0959521 49.1448151,20.0957751 49.1446326,20.0955176 49.1442817,20.095287 49.1438641,20.0951421 49.1437027,20.094713 49.1433658)",,stream
"LINESTRING (20.0934214890518 49.145016637178,20.0934523 49.1448028,20.0936213 49.1444449,20.0936803 49.1442028,20.0940531 49.1433202,20.0942141 49.1430184,20.0943375 49.1427622)",,stream
"LINESTRING (20.0956678076394 49.1449153163827,20.0954801 49.1446747,20.095126 49.1439799,20.094713 49.1433658,20.0944072 49.142864,20.0943375 49.1427622,20.0943106 49.1424359,20.0944716 49.141934,20.0945842 49.1416568,20.0952387 49.1406005,20.0957912 49.1399863,20.0961345 49.1395897,20.0962526 49.139323,20.0966656 49.1387545,20.0972342 49.1379473,20.097819 49.1372208,20.0981033 49.1366452,20.0986236 49.1358204,20.0989133 49.1353746,20.0993478 49.1350623,20.0996751 49.1347183,20.0998521 49.1345183,20.1001149 49.1343357,20.1003993 49.1340093,20.1007855 49.1337952,20.1012254 49.1335039,20.101617 49.1333038,20.1017994 49.1329985,20.1019549 49.1325983,20.1022392 49.1322122,20.1023451 49.1321092,20.102427 49.1320297,20.1030171 49.1317559,20.1031995 49.1316085,20.1041007 49.1313558,20.1049751 49.1308573,20.1054311 49.130559,20.1059192 49.1301992,20.106044 49.1301158,20.1063859 49.130086,20.1066099 49.1300175,20.1069868 49.1297095,20.1073033 49.1295094,20.1074427 49.1293164,20.1074427 49.129025,20.1076198 49.1287091,20.1077324 49.1283861,20.1078236 49.1279895,20.1076412 49.1277122,20.1074749 49.1274208,20.1074588 49.1271645,20.107373 49.1268486,20.1073891 49.1265643,20.1073408 49.1264028,20.1072711 49.1260833,20.1074856 49.1256445,20.1077378 49.125304,20.1081186 49.1250653,20.1085022 49.1248108,20.1091513 49.1246563,20.1094973 49.1246598,20.1098272 49.1245036,20.1100337 49.1242315,20.110428 49.1240543,20.1107714 49.1238945,20.110943 49.1238015,20.1108652 49.1236716,20.1109725 49.1235347,20.1111013 49.1233662,20.1112649 49.1231766,20.1115116 49.1229273,20.1116994 49.1227588,20.1118416 49.1225868,20.111922 49.1225201,20.112142 49.1222463,20.1121902 49.1221444)",Veľký Šum,stream
"LINESTRING (20.1122473 49.1220894,20.1124236 49.1219549,20.1126704 49.1217635,20.1127884 49.1215862,20.1128635 49.1213352,20.1130271 49.1211263,20.1132336 49.1208858)",,stream
"LINESTRING (20.0732121735628 49.1203048922202,20.0732526 49.1203013,20.0733867 49.1203645,20.0734404 49.1204171,20.0736871 49.1203697,20.0738212 49.12044,20.0741807 49.1204645,20.0743765 49.1204891,20.0745401 49.1205383,20.0747573 49.1205207,20.0748593 49.1205839,20.075439 49.120703)",,stream
"LINESTRING (20.0721685548767 49.1100704062893,20.0723916 49.110066,20.0726974 49.1100099,20.073545 49.1096201,20.0740975 49.1092197,20.0747359 49.1089704,20.0753474 49.1086614,20.0757551 49.1085139,20.0767744 49.1080679,20.0772196 49.1078151,20.0784695 49.1072918,20.079596 49.1068072,20.0798428 49.106456,20.0799179 49.106312,20.0801861 49.1056588,20.0805026 49.1050056,20.0806045 49.1043208,20.0808942 49.1038572,20.0808674 49.1035235,20.0808513 49.1032707,20.080862 49.1029651,20.0807494 49.1026912,20.0807065 49.1024313,20.0804812 49.1019641,20.0802305 49.101625,20.0799179 49.1013284,20.0796175 49.1009597,20.0793439 49.1006436,20.0790757 49.1002818,20.079065 49.0999797,20.0789952 49.0996531,20.0789255 49.0993686,20.078727 49.0990841,20.0784159 49.0987961,20.0782764 49.0986345,20.0782978 49.0983957,20.0779921 49.098206,20.0780457 49.0980795,20.0779813 49.0977459,20.0780457 49.0973349,20.0778043 49.0970258,20.0775093 49.0967307,20.077284 49.0963584,20.0764632 49.0957472,20.0761414 49.0955154,20.0759536 49.0952836,20.0756425 49.0950061,20.0754172 49.0947286,20.0752348 49.0945354,20.0750309 49.0943281,20.0747895 49.09417,20.0745893 49.0938954,20.0745052 49.0937801,20.074296 49.0934921,20.0741297 49.0931443,20.0740546 49.0928984,20.073899 49.0924066,20.0733464 49.0921712,20.0737596 49.091546,20.0738615 49.0912403,20.0739366 49.0909593,20.0743014 49.0902954,20.0747573 49.0898352,20.0750363 49.0894839,20.0752991 49.0891607,20.0754815 49.0887918,20.0757229 49.0883421,20.0757605 49.0880154,20.0761253 49.0878678,20.0762164 49.0874076,20.0759375 49.086712,20.075916 49.0863045,20.0759804 49.085651,20.0756264 49.0851591,20.0756907 49.0847375,20.0754654 49.0844494,20.0753796 49.0837819,20.0753715 49.0833768)",,stream
"LINESTRING (20.2663703 49.1226912,20.2664575 49.1227053)",,stream
"LINESTRING (20.2589611428971 49.1375499272199,20.2594905 49.1371339,20.2598821 49.1368382,20.2604547 49.1365881,20.261085 49.1360854,20.2613184 49.1358713,20.2614632 49.1355694,20.2617449 49.1354571,20.2618521 49.1353501,20.2619433 49.1352395,20.2622384 49.1350886,20.2623725 49.1351061,20.2625576 49.1350131,20.2628902 49.1349359,20.2630538 49.1346744,20.2632549 49.1345621,20.2632201 49.1344463,20.2634561 49.1343814,20.2635983 49.1343287,20.2635956 49.1342234,20.2637029 49.1341357,20.2638879 49.1340234,20.2640462 49.1339374,20.2640301 49.1337619,20.2640757 49.1336601,20.2642634 49.133439,20.2642527 49.1332442,20.2645209 49.1332617,20.2647382 49.1330967,20.2649742 49.1330248,20.2651405 49.132909,20.2653552 49.1328892,20.265516 49.1328089,20.2656823 49.1328282,20.2660578 49.1327229,20.2662483 49.1325755,20.2666506 49.1326053,20.2668974 49.1325685,20.2670261 49.1324263,20.2672568 49.1322772,20.267407 49.1321789,20.267415 49.1320016,20.2677315 49.131877,20.2682975 49.1318033,20.2692604 49.1315787,20.2696627 49.1314611,20.2704567 49.131082,20.2710226 49.1309363,20.2712828 49.1307433,20.2717093 49.1304624,20.2723664 49.1302185,20.2727714 49.1300254,20.2730584 49.1301079,20.2733991 49.1300693,20.27345 49.1301465,20.2735627 49.1301623,20.2737585 49.1301237,20.2738336 49.1300632,20.2736539 49.1299833,20.2736673 49.1299263,20.2740616 49.1299254,20.2744263 49.1297587,20.2745658 49.1296358,20.2749279 49.1295691,20.2750164 49.1294375,20.2749386 49.1293269,20.2752042 49.1292075,20.2755341 49.1290619,20.2757728 49.128839,20.2762154 49.1287266,20.2765211 49.1286213,20.2766901 49.1284546,20.2770442 49.1284195,20.2770629 49.1283388,20.2772775 49.1281387,20.2778596 49.1279807,20.2782994 49.1278508,20.2787232 49.128,20.278919 49.128007,20.2793884 49.1278894,20.2797049 49.1279228,20.2801234 49.1278771,20.280692 49.1279333,20.2809978 49.1278526,20.2816898 49.1276753,20.2820304 49.12757,20.2824005 49.1274893,20.2826205 49.127391,20.2830443 49.1273997,20.2832347 49.127233,20.2835324 49.1272084,20.2837175 49.1270856,20.2839294 49.127054,20.283924 49.1268311,20.2841118 49.1266433,20.2842432 49.1265924,20.2844256 49.1266661,20.2845597 49.1265572,20.2848601 49.1262764,20.2848816 49.1261325,20.2849728 49.1260517,20.2854502 49.1259183,20.2856809 49.125806,20.2859437 49.12562,20.2861007 49.125419,20.2864695 49.1254602,20.2867001 49.1254629,20.2867739 49.1254137,20.2869965 49.1254453,20.2872138 49.1253725,20.2872822 49.1252575,20.2872258 49.1250697,20.2871561 49.1249635,20.28714 49.1249073,20.2872688 49.124802,20.2875423 49.1247283,20.2873814 49.1245808,20.2875262 49.1244264,20.2876818 49.1244264,20.2878481 49.1243456,20.287773 49.1241561,20.2880305 49.1239665,20.2879822 49.1238155,20.2882665 49.1236751,20.2887922 49.1235242,20.2889317 49.1233276,20.2888244 49.1231871,20.2889371 49.1230362,20.2891838 49.1230678,20.2893555 49.122829,20.2895701 49.1225271,20.2900529 49.1221129,20.2901387 49.1217126,20.2904794 49.1213967,20.2906054 49.1212703,20.2905974 49.121114,20.290474 49.1208771,20.2904016 49.1207366,20.2903694 49.1206067,20.2903694 49.1204803,20.2902675 49.1204101,20.2902567 49.1202591,20.2901441 49.1201573,20.2900636 49.1199607,20.2901977 49.1197466,20.290423 49.1195675,20.2906966 49.1194271,20.2907342 49.1193217,20.2909112 49.1192305,20.291158 49.1191181,20.2914664 49.119018)",,stream
